puzzle_id,task_id,pair_index,grid_id,vote_rank,vote_count,vote_share,correct,raw_d,oriented_structural_score,m1_effective_score,m1_rank,mean_q,height,width,candidate_shape,is_invalid,top_k,eligible_mixed,structural_margin
00576224,00576224#0,0,d54ef9c901ec3073cb26,1,1001,1.0,1,0.0,0.0,0.9999999999999875,1,0.9998067211914253,6,6,6x6,0,2,0,
0607ce86,0607ce86#0,0,9084a3fdb50df8cf671b,1,988,0.987012987012987,1,0.850649356842041,0.850649356842041,0.9876582853075223,1,0.9792001333072601,24,22,24x22,0,2,1,0.016233759266989556
0607ce86,0607ce86#0,0,f28ada051408d37f18d4,2,4,0.003996003996003996,0,0.8344155975750515,0.8344155975750515,0.00393422800939636,2,0.9961138516664505,24,22,24x22,0,2,1,0.016233759266989556
0a2355a6,0a2355a6#0,0,91437534f78b1a3d44ec,1,87,0.08691308691308691,0,0.8221139942005182,0.8221139942005182,0.0901831232588358,1,0.7196681786371374,15,17,15x17,0,2,0,
0a2355a6,0a2355a6#0,0,325ed32e376638a0bdf2,2,79,0.07892107892107893,0,0.8011323543870525,0.8011323543870525,0.08019012679508343,2,0.7690924090109293,15,17,15x17,0,2,0,
0bb8deee,0bb8deee#0,0,c4a1c8e425bb41d823e3,1,120,0.11988011988011989,0,0.581068841740489,0.581068841740489,0.13103602425689514,1,0.8739413648222883,6,6,6x6,0,2,0,
0bb8deee,0bb8deee#0,0,d6f2b14a742134d9801f,2,70,0.06993006993006994,0,0.5618961353826782,0.5618961353826782,0.07498612321625918,2,0.8356544135936669,6,6,6x6,0,2,0,
0becf7df,0becf7df#0,0,881293d7f62c1b7ad293,1,444,0.4435564435564436,1,0.8568907530367875,0.8568907530367875,0.4444616430832462,1,0.9130919535082203,10,10,10x10,0,2,1,-0.0052100840736838405
0becf7df,0becf7df#0,0,a5e6f90ee3628bcfce27,2,334,0.3336663336663337,0,0.8621008371104714,0.8621008371104714,0.3360937952619001,2,0.8922023576109888,10,10,10x10,0,2,1,-0.0052100840736838405
0c9aba6e,0c9aba6e#0,0,d895ed8fd6f53b8bf905,1,1001,1.0,1,0.0,0.0,0.9999999999999875,1,0.9992376273566788,6,4,6x4,0,2,0,
0d87d2a6,0d87d2a6#0,0,7a22412305f8041165f5,1,137,0.2378472222222222,0,0.9481992084329779,0.9481992084329779,0.2363554694911566,1,0.6984699324425989,23,25,23x25,0,2,0,
0d87d2a6,0d87d2a6#0,0,b6275b12f988bce5ae61,2,30,0.052083333333333336,0,0.9662102742628618,0.9662102742628618,0.05269731050189417,2,0.10988957627365986,23,25,23x25,0,2,0,
0f63c0b9,0f63c0b9#0,0,5a931347a566bb997d8f,1,431,0.4305694305694306,0,0.9877777794996897,0.9877777794996897,0.4299052350212227,1,0.8937468798420546,15,15,15x15,0,2,1,0.0037037084499995654
0f63c0b9,0f63c0b9#0,0,beeb381b1249a1794a11,2,426,0.4255744255744256,1,0.9914814879496893,0.9914814879496893,0.42649462545652655,2,0.9225031431292144,15,15,15x15,0,2,1,0.0037037084499995654
12eac192,12eac192#0,0,18132dd6329b918a1b87,1,73,0.07292707292707293,0,0.8773421457905544,0.8773421457905544,0.07360566013656185,1,0.6813558034905015,8,8,8x8,0,2,0,
12eac192,12eac192#0,0,598408e68876385ef8d4,2,20,0.01998001998001998,0,0.8858444558521561,0.8858444558521561,0.0203381222705015,2,0.7442158974707127,8,8,8x8,0,2,0,
137f0df0,137f0df0#0,0,3f42351747b4eebfdce1,1,1000,0.999000999000999,1,0.9900000095367432,0.9900000095367432,0.9990009990009865,1,0.9952285753190517,10,10,10x10,0,2,1,0.0
137f0df0,137f0df0#0,0,651b4264b720a3775f47,2,1,0.000999000999000999,0,0.9900000095367432,0.9900000095367432,0.000999000999000999,2,0.7667768001556396,10,10,10x10,0,2,1,0.0
140c817e,140c817e#0,0,fc24c87e8e55119656e9,1,888,0.8871128871128872,1,0.9818239882588387,0.9818239882588387,0.8874129261889304,1,0.9457880376527706,14,14,14x14,0,2,1,0.003826528787612915
140c817e,140c817e#0,0,890789a7363a05f45826,2,36,0.03596403596403597,0,0.9779974594712257,0.9779974594712257,0.035838798798430375,2,0.7756906557414267,14,14,14x14,0,2,1,0.003826528787612915
14754a24,14754a24#0,0,4746b32c3fa920152ded,1,719,0.7182817182817183,1,0.9852262205547757,0.9852262205547757,0.7185475883890213,1,0.9942485909800205,19,19,19x19,0,2,1,-0.0006155702802869145
14754a24,14754a24#0,0,c6f62eaeaf01885a1d99,2,157,0.15684315684315683,0,0.9858417908350626,0.9858417908350626,0.15699782538531684,2,0.9043638534416818,19,19,19x19,0,2,1,-0.0006155702802869145
15696249,15696249#0,0,c9c8e1bf162eef944082,1,323,0.3226773226773227,0,0.555645670333918,0.555645670333918,0.30468403058216076,1,0.9413366943436325,9,9,9x9,0,2,0,
15696249,15696249#0,0,be2cdb96d67f02dc28b0,2,258,0.25774225774225773,0,0.6632423194220466,0.6632423194220466,0.27101635919938916,2,0.8849541449616122,9,9,9x9,0,2,0,
17b80ad2,17b80ad2#0,0,47ac65385056f1356eb1,1,267,0.26673326673326675,1,0.9515811217327913,0.9515811217327913,0.27182244769449765,1,0.6842653175697344,17,17,17x17,0,2,1,0.025663207388586518
17b80ad2,17b80ad2#0,0,23d653de641c5cc9d56e,2,124,0.12387612387612387,0,0.9259179143442048,0.9259179143442048,0.12304114198647105,2,0.9706493139026626,17,17,17x17,0,2,1,0.025663207388586518
17cae0c1,17cae0c1#0,0,b87dc1bf62a42e90cd41,1,70,0.06993006993006994,0,0.17597230108383302,0.17597230108383302,0.06661312695002777,1,0.7383900946804456,3,9,3x9,0,2,0,
